  0.6420000000000000E+03,  0.1250000000000000E+00,  0.1761117267608643E+02,  0.1100698318623472E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6430000000000000E+03,  0.3750000000000001E+00,  0.1760817909240723E+02,  0.1100511144613847E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6440000000000000E+03,  0.6250000000000001E+00,  0.1760515785217285E+02,  0.1100322424463229E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6450000000000000E+03,  0.8750000000000001E+00,  0.1760241699218750E+02,  0.1100151075661415E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6460000000000000E+03,  0.1125000000000000E+01,  0.1759997940063477E+02,  0.1099998689824133E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6470000000000000E+03,  0.1375000000000000E+01,  0.1759790420532227E+02,  0.1099868995879660E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6480000000000000E+03,  0.1625000000000000E+01,  0.1759620285034180E+02,  0.1099762675949023E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6490000000000000E+03,  0.1875000000000000E+01,  0.1759486389160156E+02,  0.1099679047911195E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6500000000000000E+03,  0.2125000000000000E+01,  0.1759385681152344E+02,  0.1099616019928362E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6510000000000000E+03,  0.2375000000000000E+01,  0.1759313297271729E+02,  0.1099570863516419E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6520000000000000E+03,  0.2625000000000000E+01,  0.1759264469146729E+02,  0.1099540304494440E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6530000000000000E+03,  0.2875000000000000E+01,  0.1759233951568604E+02,  0.1099521159630967E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6540000000000000E+03,  0.3125000000000000E+01,  0.1759216785430908E+02,  0.1099510427593486E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6550000000000000E+03,  0.3375000000000000E+01,  0.1759208774566650E+02,  0.1099505470847362E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6560000000000000E+03,  0.3625000000000000E+01,  0.1759206295013428E+02,  0.1099503970181104E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6570000000000000E+03,  0.3875000000000000E+01,  0.1759206676483154E+02,  0.1099504152080044E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.6580000000000000E+03,  0.4124999999999999E+01,  0.1759207534790039E+02,  0.1099504697776865E-04,  0.2000000000000000E+01,  0.0000000000000000E+00,
