  0.1093000000000000E+04,  0.0000000000000000E+00,  0.4000000000000000E+01,  0.0000000000000000E+00,  0.0000000000000000E+00,
  0.1094000000000000E+04,  0.6666666666666666E+00,  0.4000000000000000E+01,  0.5658452544698768E-04, -0.2665967391880745E-04,
  0.1095000000000000E+04,  0.1333333333333333E+01,  0.4000000000000000E+01,  0.1145080520142728E-03, -0.7063172483891043E-04,
  0.1096000000000000E+04,  0.2000000000000000E+01,  0.4000000000000000E+01,  0.1737595794569815E-03, -0.1483987137015282E-03,
  0.1097000000000000E+04,  0.2666666666666667E+01,  0.4000000000000000E+01,  0.2322460221283393E-03, -0.2585692993606613E-03,
  0.1098000000000000E+04,  0.3333333333333333E+01,  0.4000000000000000E+01,  0.2895633762545513E-03, -0.4002141027484612E-03,
  0.1099000000000000E+04,  0.4000000000000000E+01,  0.4000000000000000E+01,  0.3458301489981266E-03, -0.5724129679813484E-03,
  0.1100000000000000E+04,  0.4666666666666667E+01,  0.4000000000000000E+01,  0.4012176678498501E-03, -0.7745919469329444E-03,
  0.1101000000000000E+04,  0.5333333333333334E+01,  0.4000000000000000E+01,  0.4558471830516212E-03, -0.1006324117128937E-02,
  0.1102000000000000E+04,  0.6000000000000000E+01,  0.4000000000000000E+01,  0.5097806464773396E-03, -0.1267247109757916E-02,
  0.1103000000000000E+04,  0.6666666666666667E+01,  0.4000000000000000E+01,  0.5630445200177081E-03, -0.1557014006066248E-02,
  0.1104000000000000E+04,  0.7333333333333334E+01,  0.4000000000000000E+01,  0.6156477763566163E-03, -0.1875278367570297E-02,
  0.1105000000000000E+04,  0.8000000000000000E+01,  0.4000000000000000E+01,  0.6675922302772458E-03, -0.2221690453800270E-02,
  0.1106000000000000E+04,  0.8666666666666668E+01,  0.4000000000000000E+01,  0.7188773536754045E-03, -0.2595897542842322E-02,
  0.1107000000000000E+04,  0.9333333333333334E+01,  0.4000000000000000E+01,  0.7695022167113931E-03, -0.2997544981010162E-02,
  0.1108000000000000E+04,  0.1000000000000000E+02,  0.4000000000000000E+01,  0.8194660933513419E-03, -0.3426277075810454E-02,
  0.1109000000000000E+04,  0.1066666666666667E+02,  0.4000000000000000E+01,  0.8687685448728471E-03, -0.3881737653871287E-02,
  0.1110000000000000E+04,  0.1133333333333333E+02,  0.4000000000000000E+01,  0.9174093468540818E-03, -0.4363570355870127E-02,
  0.1111000000000000E+04,  0.1200000000000000E+02,  0.4000000000000000E+01,  0.9653884012273138E-03, -0.4871418770156717E-02,
