  0.4200000000000000E+02,  0.5000000000000000E+00,  0.1756255054473877E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4300000000000000E+02,  0.1500000000000000E+01,  0.1755916690826416E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4400000000000000E+02,  0.2500000000000000E+01,  0.1752692508697510E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4500000000000000E+02,  0.3500000000000000E+01,  0.1746112251281738E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4600000000000000E+02,  0.4500000000000000E+01,  0.1735446548461914E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4700000000000000E+02,  0.5500000000000000E+01,  0.1724999332427979E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4800000000000000E+02,  0.6500000000000000E+01,  0.1711287117004395E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4900000000000000E+02,  0.7500000000000000E+01,  0.1795976161956787E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.5000000000000000E+02,  0.8500000000000000E+01,  0.1976897144317627E+02,  0.0000000000000000E+00,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.5100000000000000E+02,  0.9500000000000000E+01,  0.1031641292572021E+02,  0.0000000000000000E+00,  0.1500000000000000E+01,  0.0000000000000000E+00,
