  0.4200000000000000E+02,  0.5000000000000000E+00,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4300000000000000E+02,  0.1500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4400000000000000E+02,  0.2500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4500000000000000E+02,  0.3500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4600000000000000E+02,  0.4500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4700000000000000E+02,  0.5500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4800000000000000E+02,  0.6500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.4900000000000000E+02,  0.7500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.5000000000000000E+02,  0.8500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
  0.5100000000000000E+02,  0.9500000000000000E+01,  0.7450291633605957E+01,  0.1862572878599167E-01,  0.2000000000000000E+01,  0.0000000000000000E+00,
