case,time_s,quantity,ansys,reference,absolute_error,relative_error_percent,tolerance,passed,raw_contact_status,evidence,run_path
free,3.0,stress_x_MPa,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_free_01
free,3.0,reaction_x_N,0.0,-0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_free_01
fixed,1.0,ux_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,1.0,uy_mm,0.000130000000000039,0.00013000000000000002,3.8977068100853884e-17,2.998236007757991e-11,2.3000000000000002e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,1.0,uz_mm,0.000130000000000039,0.00013000000000000002,3.8977068100853884e-17,2.998236007757991e-11,2.3000000000000002e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,1.0,stress_x_MPa,-0.200000002980232,-0.2,2.9802319778671205e-09,1.4901159889335602e-06,0.0002001,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,1.0,reaction_x_N,0.20000000000006,0.2,5.997979890537408e-14,2.998989945268704e-11,0.0002001,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,2.0,ux_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,2.0,uy_mm,0.000780000000000105,0.0007800000000000001,1.0495077029659683e-16,1.3455226961102155e-11,8.800000000000002e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,2.0,uz_mm,0.000780000000000104,0.0007800000000000001,1.0386656812411132e-16,1.3316226682578373e-11,8.800000000000002e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,2.0,stress_x_MPa,-1.20000004768372,-1.2000000000000002,4.768371986152431e-08,3.973643321793692e-06,0.0012001000000000002,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,2.0,reaction_x_N,1.20000000000016,1.2000000000000002,1.5987211554602254e-13,1.3322676295501877e-11,0.0012001000000000002,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,3.0,ux_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,3.0,uy_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,3.0,uz_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,3.0,stress_x_MPa,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
fixed,3.0,reaction_x_N,0.0,-0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_fixed_01
eigen_free,1.0,ux_mm,-0.00899999999999973,-0.009,2.688821387764051e-16,2.9875793197378345e-12,9.100000000000001e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,1.0,uy_mm,-0.000899999999999968,-0.0009,3.198396408832238e-17,3.553773787591376e-12,1e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,1.0,uz_mm,-0.00089999999999997,-0.0009,2.992397996059992e-17,3.3248866622888804e-12,1e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,1.0,stress_x_MPa,-7.88258352777816e-15,0.0,7.88258352777816e-15,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,1.0,reaction_x_N,7.88258347483861e-15,-0.0,7.88258347483861e-15,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,2.0,ux_mm,-0.00399999999999921,-0.004,7.901665433074356e-16,1.975416358268589e-11,4.1e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,2.0,uy_mm,-0.00039999999999992,-0.00039999999999999996,7.995991022080595e-17,1.998997755520149e-11,5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,2.0,uz_mm,-0.000399999999999923,-0.00039999999999999996,7.697835424647081e-17,1.9244588561617707e-11,5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,2.0,stress_x_MPa,-3.10862453512489e-15,-1.0842021724855044e-16,3.0002043178763396e-15,2767.200061035159,1.0000000000010842e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,2.0,reaction_x_N,3.10862446895044e-15,1.0842021724855044e-16,3.0002042517018894e-15,2767.200000000001,1.0000000000010842e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,3.0,ux_mm,-0.0100000000000001,-0.01,1.0061396160665481e-16,1.0061396160665481e-12,1.0100000000000002e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,3.0,uy_mm,-0.000999999999999998,-0.001,1.951563910473908e-18,1.951563910473908e-13,1.1e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,3.0,uz_mm,-0.001,-0.001,0.0,0.0,1.1e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,3.0,stress_x_MPa,-1.03250740760744e-14,0.0,1.03250740760744e-14,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_free,3.0,reaction_x_N,1.0325074129014e-14,-0.0,1.0325074129014e-14,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_free_01
eigen_fixed,1.0,ux_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,1.0,uy_mm,-0.00116999999999996,-0.00117,4.0115480381963664e-17,3.4286735369199713e-12,1.2700000000000001e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,1.0,uz_mm,-0.00116999999999996,-0.00117,4.0115480381963664e-17,3.4286735369199713e-12,1.2700000000000001e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,1.0,stress_x_MPa,1.79999995231628,1.8,4.7683720083568915e-08,2.649095560198273e-06,0.0018001000000000002,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,1.0,reaction_x_N,-1.79999999999994,-1.8,5.995204332975845e-14,3.3306690738754696e-12,0.0018001000000000002,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,2.0,ux_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,2.0,uy_mm,-0.000519999999999896,-0.00052,1.0397498834135988e-16,1.999519006564613e-11,6.2e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,2.0,uz_mm,-0.0005199999999999,-0.00052,9.996344030316351e-17,1.9223738519839138e-11,6.2e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,2.0,stress_x_MPa,0.800000011920929,0.7999999999999999,1.1920929021691506e-08,1.4901161277114385e-06,0.0008000999999999999,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,2.0,reaction_x_N,-0.799999999999839,-0.7999999999999999,1.609823385706477e-13,2.0122792321330966e-11,0.0008000999999999999,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,3.0,ux_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,3.0,uy_mm,-0.0013,-0.0013,0.0,0.0,1.4000000000000001e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,3.0,uz_mm,-0.0013,-0.0013,0.0,0.0,1.4000000000000001e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,3.0,stress_x_MPa,2.0,2.0,0.0,0.0,0.0020001,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,3.0,reaction_x_N,-2.0,-2.0,0.0,0.0,0.0020001,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,4.0,ux_mm,-0.0100000000000001,-0.01,1.0061396160665481e-16,1.0061396160665481e-12,1.0100000000000002e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,4.0,uy_mm,-0.000999999999999998,-0.001,1.951563910473908e-18,1.951563910473908e-13,1.1e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,4.0,uz_mm,-0.001,-0.001,0.0,0.0,1.1e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,4.0,stress_x_MPa,-1.03250740760744e-14,0.0,1.03250740760744e-14,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
eigen_fixed,4.0,reaction_x_N,1.0325074129014e-14,-0.0,1.0325074129014e-14,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_eigen_fixed_01
visco,1.0,ux_mm,0.00999999999999991,0.01,9.020562075079397e-17,9.020562075079397e-13,1.0100000000000002e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,1.0,uy_mm,-0.000349999999999996,-0.00035,4.0115480381963664e-18,1.146156582341819e-12,4.5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,1.0,uz_mm,-0.000349999999999996,-0.00035,4.0115480381963664e-18,1.146156582341819e-12,4.5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,1.0,stress_x_MPa,0.0375536568462845,0.0375574834741345,3.826627849999598e-06,0.010188722715234534,3.76574834741345e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,1.0,reaction_x_N,-0.0375536554910547,-0.0375574834741345,3.827983079796038e-06,0.010192331130045855,3.76574834741345e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,11.0,ux_mm,0.00999999999999994,0.01,6.071532165918825e-17,6.071532165918825e-13,1.0100000000000002e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,11.0,uy_mm,-0.000349999999999998,-0.00035,2.0057740190981832e-18,5.730782911709095e-13,4.5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,11.0,uz_mm,-0.000349999999999998,-0.00035,2.0057740190981832e-18,5.730782911709095e-13,4.5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,11.0,stress_x_MPa,0.0243886373937129,0.024388637893644954,4.99932054087715e-10,2.049856397343061e-06,2.4488637893644953e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,11.0,reaction_x_N,-0.0243886378936404,-0.024388637893644954,4.5553838479150954e-15,1.867830367477025e-11,2.4488637893644953e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,31.0,ux_mm,0.01,0.01,0.0,0.0,1.0100000000000002e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,31.0,uy_mm,-0.00035,-0.00035,0.0,0.0,4.5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,31.0,uz_mm,-0.000349999999999999,-0.00035,9.75781955236954e-19,2.787948443534154e-13,4.5e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,31.0,stress_x_MPa,0.0183896347880363,0.01838963524255053,4.545142283374215e-10,2.4715782686420655e-06,1.848963524255053e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,31.0,reaction_x_N,-0.0183896352425481,-0.01838963524255053,2.42861286636753e-15,1.320642217387829e-11,1.848963524255053e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,32.0,ux_mm,2.33060098997466e-14,0.0,2.33060098997466e-14,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,32.0,uy_mm,-8.15733979450847e-16,-0.0,8.15733979450847e-16,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,32.0,uz_mm,-8.1506924055287e-16,-0.0,8.1506924055287e-16,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,32.0,stress_x_MPa,-0.0193833038210854,-0.019387130910873282,3.827089787883375e-06,0.01974036181773008,1.9487130910873282e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,32.0,reaction_x_N,0.0193833029276131,0.019387130910873282,3.827983260182993e-06,0.019744970402175738,1.9487130910873282e-05,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,62.0,ux_mm,0.0,0.0,0.0,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,62.0,uy_mm,-3.18738825868435e-19,-0.0,3.18738825868435e-19,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,62.0,uz_mm,6.91262535293403e-19,-0.0,6.91262535293403e-19,,1e-07,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,62.0,stress_x_MPa,-0.00457577453926206,-0.004575774653361068,1.1409900801950812e-10,2.4935451735084546e-06,4.675774653361068e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
visco,62.0,reaction_x_N,0.0045757746533595,0.004575774653361068,1.5681900222830336e-15,3.427157456565617e-11,4.675774653361068e-06,True,,A: MAPDL; B: analytical calculation,simulation/verification/stage09_visco_02
