  0.1000000000000000E+01,  0.5000000000000000E+00,  0.2500000000000000E+00,  0.6360109908743972E-03,
  0.2000000000000000E+01,  0.1500000000000000E+01,  0.2500000000000000E+00,  0.7222039746553674E-03,
  0.3000000000000000E+01,  0.2500000000000000E+01,  0.2500000000000000E+00,  0.6963521582163633E-03,
  0.4000000000000000E+01,  0.3500000000000000E+01,  0.2500000000000000E+00,  0.6680754696699309E-03,
  0.5000000000000000E+01,  0.4500000000000000E+01,  0.2500000000000000E+00,  0.6475454319607644E-03,
  0.6000000000000000E+01,  0.5500000000000000E+01,  0.2500000000000000E+00,  0.6338799575448279E-03,
  0.7000000000000000E+01,  0.6500000000000000E+01,  0.2500000000000000E+00,  0.6221657115790165E-03,
  0.8000000000000000E+01,  0.7500000000000000E+01,  0.2500000000000000E+00,  0.6107457004196503E-03,
  0.9000000000000000E+01,  0.8500000000000000E+01,  0.2500000000000000E+00,  0.5992390745411118E-03,
  0.1000000000000000E+02,  0.9500000000000000E+01,  0.2500000000000000E+00,  0.5876511835077852E-03,
  0.1100000000000000E+02,  0.1050000000000000E+02,  0.2500000000000000E+00,  0.5760267857978444E-03,
  0.1200000000000000E+02,  0.1150000000000000E+02,  0.2500000000000000E+00,  0.5643916943860426E-03,
  0.1300000000000000E+02,  0.1250000000000000E+02,  0.2500000000000000E+00,  0.5527550663993124E-03,
  0.1400000000000000E+02,  0.1350000000000000E+02,  0.2500000000000000E+00,  0.5411189256360971E-03,
  0.1500000000000000E+02,  0.1450000000000000E+02,  0.2500000000000000E+00,  0.5294832776042976E-03,
  0.1600000000000000E+02,  0.1550000000000000E+02,  0.2500000000000000E+00,  0.5178478878114302E-03,
  0.1700000000000000E+02,  0.1650000000000000E+02,  0.2500000000000000E+00,  0.5062126207974674E-03,
  0.1800000000000000E+02,  0.1750000000000000E+02,  0.2500000000000000E+00,  0.4945773958196198E-03,
  0.1900000000000000E+02,  0.1850000000000000E+02,  0.2500000000000000E+00,  0.4829422009940123E-03,
  0.2000000000000000E+02,  0.1950000000000000E+02,  0.2500000000000000E+00,  0.4713070616689469E-03,
  0.2100000000000000E+02,  0.2050000000000000E+02,  0.2500000000000000E+00,  0.4596719886515132E-03,
  0.2200000000000000E+02,  0.2150000000000000E+02,  0.2500000000000000E+00,  0.4480369496865558E-03,
  0.2300000000000000E+02,  0.2250000000000000E+02,  0.2500000000000000E+00,  0.4364019709323255E-03,
  0.2400000000000000E+02,  0.2350000000000000E+02,  0.2500000000000000E+00,  0.4247670793028261E-03,
