  0.1250000000000000E+03,  0.0000000000000000E+00,  0.4000000000000000E+01,  0.0000000000000000E+00,  0.0000000000000000E+00,
  0.1260000000000000E+03,  0.2000000000000000E+01,  0.4000000000000000E+01,  0.1526802550523282E-03, -0.1329163494538699E-03,
  0.1270000000000000E+03,  0.4000000000000000E+01,  0.4000000000000000E+01,  0.3090539321108313E-03, -0.5095555640733939E-03,
  0.1280000000000000E+03,  0.6000000000000000E+01,  0.4000000000000000E+01,  0.4570611021227789E-03, -0.1136582297638136E-02,
  0.1290000000000000E+03,  0.8000000000000000E+01,  0.4000000000000000E+01,  0.5992060287096838E-03, -0.1997958369225785E-02,
  0.1300000000000000E+03,  0.1000000000000000E+02,  0.4000000000000000E+01,  0.7361694198351823E-03, -0.3086180778410879E-02,
  0.1310000000000000E+03,  0.1200000000000000E+02,  0.4000000000000000E+01,  0.8677737880382924E-03, -0.4392562351693578E-02,
  0.1320000000000000E+03,  0.1400000000000000E+02,  0.4000000000000000E+01,  0.9939987508891216E-03, -0.5908365636760994E-02,
  0.1330000000000000E+03,  0.1600000000000000E+02,  0.4000000000000000E+01,  0.1114852737396643E-02, -0.7624857094054722E-02,
  0.1340000000000000E+03,  0.1800000000000000E+02,  0.4000000000000000E+01,  0.1230335405962805E-02, -0.9533313068226882E-02,
  0.1350000000000000E+03,  0.2000000000000000E+02,  0.4000000000000000E+01,  0.1340446867037170E-02, -0.1162500768964214E-01,
  0.1360000000000000E+03,  0.2200000000000000E+02,  0.4000000000000000E+01,  0.1445187019123191E-02, -0.1389121540056422E-01,
  0.1370000000000000E+03,  0.2400000000000000E+02,  0.4000000000000000E+01,  0.1544555882536184E-02, -0.1632321050927328E-01,
  0.1380000000000000E+03,  0.2600000000000000E+02,  0.4000000000000000E+01,  0.1638553455706177E-02, -0.1891226737089742E-01,
  0.1390000000000000E+03,  0.2800000000000000E+02,  0.4000000000000000E+01,  0.1727179739173223E-02, -0.2164966033116307E-01,
  0.1400000000000000E+03,  0.3000000000000000E+02,  0.4000000000000000E+01,  0.1810434732693033E-02, -0.2452666373759336E-01,
  0.1410000000000000E+03,  0.3200000000000000E+02,  0.4000000000000000E+01,  0.1888318436313602E-02, -0.2753455193719458E-01,
  0.1420000000000000E+03,  0.3400000000000000E+02,  0.4000000000000000E+01,  0.1960830850026472E-02, -0.3066459927710943E-01,
  0.1430000000000000E+03,  0.3600000000000000E+02,  0.4000000000000000E+01,  0.2027971973840315E-02, -0.3390808010445564E-01,
  0.1440000000000000E+03,  0.3800000000000000E+02,  0.4000000000000000E+01,  0.2089741807765020E-02, -0.3725626876636002E-01,
  0.1450000000000000E+03,  0.4000000000000000E+02,  0.4000000000000000E+01,  0.2146140351742056E-02, -0.4070043961009623E-01,
  0.1460000000000000E+03,  0.4200000000000000E+02,  0.4000000000000000E+01,  0.2197167605037262E-02, -0.4423186698192572E-01,
  0.1470000000000000E+03,  0.4400000000000000E+02,  0.4000000000000000E+01,  0.2242823570649481E-02, -0.4784182522771111E-01,
  0.1480000000000000E+03,  0.4600000000000000E+02,  0.4000000000000000E+01,  0.2283108259462019E-02, -0.5152158870505490E-01,
  0.1490000000000000E+03,  0.4800000000000000E+02,  0.4000000000000000E+01,  0.2318021644848591E-02, -0.5526243181988736E-01,
  0.1500000000000000E+03,  0.5000000000000000E+02,  0.4000000000000000E+01,  0.2347563300010416E-02, -0.5905562873914232E-01,
  0.1510000000000000E+03,  0.5200000000000000E+02,  0.4000000000000000E+01,  0.2371733759824737E-02, -0.6289245155243753E-01,
  0.1520000000000000E+03,  0.5400000000000000E+02,  0.4000000000000000E+01,  0.2390546269855582E-02, -0.6676418099511452E-01,
  0.1530000000000000E+03,  0.5600000000000000E+02,  0.4000000000000000E+01,  0.2403973555820930E-02, -0.7066214688422212E-01,
  0.1540000000000000E+03,  0.5800000000000000E+02,  0.4000000000000000E+01,  0.2411787456596957E-02, -0.7457742350989129E-01,
  0.1550000000000000E+03,  0.6000000000000000E+02,  0.4000000000000000E+01,  0.2414279313417019E-02, -0.7850065540116845E-01,
